symbol,description,exchange,listedMarket,securityType
EAA.OI.Z,EUROPEAN AVIATION ALLOWANCE Future Total Open Interest,EEXE,EEXE,COMBINED_FUTURE
EAA.VOL.Z,EUROPEAN AVIATION ALLOWANCE Future Total Volume,EEXE,EEXE,COMBINED_FUTURE
EUA.OI.Z,EUROPEAN CARBON ALLOWANCE Future Total Open Interest,EEXE,EEXE,COMBINED_FUTURE
EUA.VOL.Z,EUROPEAN CARBON ALLOWANCE Future Total Volume,EEXE,EEXE,COMBINED_FUTURE
